TIPLOC	type	_location_	Description	latitude	longitude
STRHDS	FOI	51.439663,-0.135992	STREATHAM HILL DOWN SDG	51.439663	-0.135992
STRWBHD	FOI	51.434628,-0.340091	STRAWBERRY HILL C.S.D.	51.434628	-0.340091
WLSDEUT	FOI	51.543411,-0.2791	WILLESDEN EUROTERMINAL	51.543411	-0.2791
CLFFBM	FOI	51.445409,0.475612	CLIFFE BRETT MARINE	51.445409	0.475612
IPSWSN1	FOI	52.051722,1.138757	IPSWICH SHUNT NECK 1	52.051722	1.138757
DUNS	BPLAN	55.77884,-2.344333	Duns	55.77884	-2.344333
ELSN	BPLAN	55.639059,-2.681476	Earlston	55.639059	-2.681476
FLXSSGB	FOI	51.946308,1.324231	FELIXSTOWE SOUTH GBRF	51.946308	1.324231
MELROSE	BPLAN	55.597521,-2.717255	Melrose	55.597521	-2.717255
NHOL	FOI	53.701863,-0.360019	NEW HOLLAND	53.701863	-0.360019
LVRPGBF	OSM	53.455241,-3.015908	Gladstone Dock	53.455241	-3.015908
THORNES	FOI	53.603347,-0.955199	THORNE SOUTH	53.603347	-0.955199
BRYSTNS	FOI	54.439579,-3.542158	BRAYSTONES	54.439579	-3.542158
HENDYJ	FOI	51.710522,-4.053879	HENDY JN	51.710522	-4.053879
HNSLSOJ	FOI	53.77283,-1.522264	HUNSLET SOUTH JN	53.77283	-1.522264
NETHRTN	FOI	54.456158,-3.565504	NETHERTOWN	54.456158	-3.565504
STRHSH	FOI	51.439663,-0.135992	STREATHAM HILL SHED	51.439663	-0.135992
TAIN	FOI	57.814369,-4.051743	TAIN	57.814369	-4.051743
WORCS67	FOI	52.189525,-2.206107	WORCESTER SIGNAL 67	52.189525	-2.206107
YORKHLG	FOI	53.950204,-1.104687	YORK LOOP (HOLGATE)	53.950204	-1.104687
AYLSNL	FOI	51.818947,-0.832663	AYLESBURY NORTH LOOP	51.818947	-0.832663
FDLRSSB	FOI	53.369415,-2.672677	FIDDLERS FERRY S.B.	53.369415	-2.672677
HAMBLSJ	FOI	53.770554,-1.147415	HAMBLETON SOUTH JN.	53.770554	-1.147415
INSCH	FOI	57.337319,-2.616727	INSCH	57.337319	-2.616727
BCSTDRL	OSM	51.883227,-1.159639	BICESTER DEPOT-GL-RR	51.883227	-1.159639
EXET679	FOI	50.725838,-3.543967	EXETER SIG 679	50.725838	-3.543967
HNTL	FOI	57.444415,-2.775805	HUNTLY	57.444415	-2.775805
PBROCOR	OSM	52.486996,-0.703662	Corby, George Street (Stop A)	52.486996	-0.703662
PBROUND	NaPTAN_MAP	52.481137,-0.466958	Oundle- Market Place Coach Stop	52.481137	-0.466958
THABBEY	FOI	53.654446,-0.323122	THORNTON ABBEY	53.654446	-0.323122
WDULCRD	BPLAN	51.439536,-0.090701	West Dulwich - Croxted Rd	51.439536	-0.090701
WTHRFHH	FOI	51.474402,0.293528	WEST THURROCK SIDINGS FHH	51.474402	0.293528
BBGHGL	FOI	53.818141,-2.737717	BARTON & BROUGHTON PASS LP	53.818141	-2.737717
CORROUR	FOI	56.760191,-4.690746	CORROUR	56.760191	-4.690746
DIRFTFL	FOI	52.34388,-1.158704	DAVENTRY INT RFT RECEP FL	52.34388	-1.158704
FLORSTN	FOI	54.966875,-3.007498	FLORISTON	54.966875	-3.007498
IMNGBIO	FOI	53.636966,-0.209796	IMMINGHAM BIOMASS LP (DBS)	53.636966	-0.209796
SHLDSMD	FOI	55.847127,-4.288286	SHIELDS T.M.D. (E)	55.847127	-4.288286
ALTPE	FOI	53.585444,-0.733879	ALTHORPE	53.585444	-0.733879
BLTCCS	FOI	52.000684,-0.737306	BLETCHLEY C.S.	52.000684	-0.737306
DGNH826	FOI	51.525463,0.151768	DAGENHAM FORD MC SIG UR826	51.525463	0.151768
DITTNWJ	FOI	53.356174,-2.777882	DITTON WEST JUNCTION	53.356174	-2.777882
GOOLLOP	FOI	53.70289,-0.878979	GOOLE UP GOODS LOOP	53.70289	-0.878979
MDNHDCS	OSM	51.5182,-0.724532	Maidenhead Carriage Sidings	51.5182	-0.724532
CLUNSIB	FOI	57.484068,-4.406221	CLUNES I.B.	57.484068	-4.406221
PLMSTCS	FOI	51.490036,0.088834	PLUMSTEAD C.H.S.	51.490036	0.088834
SHPSHLA	FOI	51.463409,-0.123421	SHEPHERDS LANE JN	51.463409	-0.123421
BARWHVN	FOI	53.697504,-0.392543	BARROW HAVEN	53.697504	-0.392543
CAMB147	FOI	52.187051,0.132526	CAMBRIDGE SIGNAL 147	52.187051	0.132526
FRNGTNJ	FOI	53.716175,-2.694716	FARINGTON JN	53.716175	-2.694716
GRMSBYD	FOI	53.574144,-0.075867	GRIMSBY DOCKS	53.574144	-0.075867
GTCOATS	FOI	53.575711,-0.129915	GREAT COATES	53.575711	-0.129915
HEALING	FOI	53.581728,-0.160225	HEALING	53.581728	-0.160225
LEWES58	FOI	50.870942,0.015651	LEWES SIGNAL LW58	50.870942	0.015651
WORCSCS	FOI	52.198067,-2.210345	WORCESTER L.M.D.	52.198067	-2.210345
COATFLT	FOI	55.872508,-4.041019	COATBRIDGE F.L.T.	55.872508	-4.041019
RCKRSCT	FOI	52.788698,-2.110902	RICKERSCOTE	52.788698	-2.110902
CAMB177	OSM	52.198069,0.140471	CAMBRIDGE SIGNAL 177	52.198069	0.140471
CONONBR	FOI	57.560951,-4.440368	CONON BRIDGE	57.560951	-4.440368
MORTHGL	FOI	53.592319,-1.303933	MOORTHORPE GOODS LOOP	53.592319	-1.303933
NTHRFLD	FOI	52.961409,-1.07979	NETHERFIELD	52.961409	-1.07979
RAINH57	OSM	51.368944,0.606824	RAINHAM SIGNAL EK4157	51.368944	0.606824
LTCEMUS	FOI	51.983379,-0.220887	LETCHWORTH C.S.D	51.983379	-0.220887
BRTHMBR	BPLAN	53.688825,-0.443258	Barton-on-Humber	53.688825	-0.443258
CCKFLUL	NaPTAN_MAP	51.651520,-0.149171	Cockfosters Underground Station	51.651520	-0.149171
GLDL	FOI	56.160591,-4.77849	GLEN DOUGLAS	56.160591	-4.77849
ROSEST	FOI	57.48245,-4.224736	ROSE STREET	57.48245	-4.224736
THOKLB	BPLAN	50.892378,0.637918	Three Oaks - Lane Bridge	50.892378	0.637918
WINCNEW	BPLAN	50.918824,0.698379	Winchelsea - New Inn	50.918824	0.698379
DIDCWE	FOI	51.615871,-1.247159	DIDCOT WEST END	51.615871	-1.247159
DLRYMPL	FOI	55.417048,-4.597026	DALRYMPLE JN	55.417048	-4.597026
HLSTCOI	NaPTAN_MAP	50.100471,-5.276924	Helston-Coinagehall Street Coach Stop	50.100471	-5.276924
BEAULY	FOI	57.477321,-4.467949	BEAULY	57.477321	-4.467949
BRGLJN	FOI	53.402864,-1.41221	BROUGHTON LANE JN	53.402864	-1.41221
BSTED19	FOI	52.253618,0.712536	BURY ST EDMUNDS SIG BY19	52.253618	0.712536
GFORDWJ	FOI	51.541705,-0.34237	GREENFORD WEST JN.	51.541705	-0.34237
DNNGCLJ	FOI	53.363121,-1.232597	DINNINGTON JN	53.363121	-1.232597
MRTNCUT	FOI	51.599855,-1.208528	MORETON CUTTING	51.599855	-1.208528
THBDNCS	OSM	51.115245,-0.160815	Three Bridges Down Thameslink Sidings	51.115245	-0.160815
MLTBCLS	FOI	53.430817,-1.165696	MALTBY COLLIERY S B	53.430817	-1.165696
PTRS8	FOI	51.004664,-0.944918	PETERSFIELD SIGNAL 8	51.004664	-0.944918
RUGBNBJ	FOI	52.38075,-1.275417	NEWBOLD JUNCTION	52.38075	-1.275417
KLGLLP	FOI	51.694728,-0.433714	KINGS LANGLEY LOOP	51.694728	-0.433714
ROYBDGE	FOI	56.888421,-4.837443	ROY BRIDGE	56.888421	-4.837443
AISGILL	FOI	54.360638,-2.339976	AIS GILL	54.360638	-2.339976
CANKLOW	FOI	53.411686,-1.365632	CANKLOW LOOP	53.411686	-1.365632
GRVPUCE	FOI	51.4428,0.009388	GROVE PARK UP SG CN ED EXT	51.4428	0.009388
HULLDKG	FOI	53.747033,-0.271726	HULL DOCK SECURITY GATES	53.747033	-0.271726
KNTN423	OSM	53.706102,-1.245102	Knottingley East Junction	53.706102	-1.245102
MALRSTG	FOI	54.405569,-2.344784	MALLERSTANG	54.405569	-2.344784
MSBD	FOI	54.985523,-3.029984	MOSSBAND	54.985523	-3.029984
NEASJN	FOI	51.550767,-0.251172	NEASDEN JN	51.550767	-0.251172
SLADGUS	FOI	51.464996,0.192474	SLADE GREEN UP C.H.S.	51.464996	0.192474
BNBR743	OSM	52.075087,-1.32798	BANBURY SIGNAL OL7143	52.075087	-1.32798
CHELFDL	FOI	53.259842,-2.29325	CHELFORD LOOP	53.259842	-2.29325
TONBDMS	FOI	51.192107,0.265168	TONBRIDGE DOWN MAIN SIDING	51.192107	0.265168
BRGHRC	FOI	50.83444,-0.143862	BRIGHTON RECEPTION ROAD	50.83444	-0.143862
ERIDBUS	BPLAN	51.089989,0.200467	Eridge (A26 Bus Stop)	51.089989	0.200467
WEMBYS	FOI	51.554435,-0.289502	WEMBLEY SIDING	51.554435	-0.289502
WLSDLDC	FOI	51.53264,-0.238054	WILLESDEN JN LL DN EMU C-O	51.53264	-0.238054
WRGTRMT	FOI	53.402916,-2.600287	WARRINGTON ROYAL MAIL(DBS)	53.402916	-2.600287
CROGAR	FOI	54.482764,-2.424828	CROSBY GARRETT	54.482764	-2.424828
DIRFDR2	overlapA	52.343662,-1.158385	DAVENTRY DRS (TESCO)	52.343662	-1.158385
ORMMSID	FOI	54.5478,-2.467012	ORMSIDE	54.5478	-2.467012
SCNTHEC	FOI	53.596248,-0.618429	SCUNTHORPE B.S.C.(ENT.C.)	53.596248	-0.618429
STRBJGL	FOI	52.449743,-2.133986	STOURBRIDGE JN GOODS LOOP	52.449743	-2.133986
ARKSEYL	FOI	53.546321,-1.135235	ARKSEY LOOP	53.546321	-1.135235
BTSDSJN	FOI	53.409176,-1.425512	BRIGHTSIDE JN	53.409176	-1.425512
FEARN	FOI	57.778114,-3.993951	FEARN	57.778114	-3.993951
FOLDBSJ	FOI	56.008919,-3.739848	FOULDUBS JN	56.008919	-3.739848
IMNGHFH	OSM	53.633195,-0.22816	Immingham Dock Ore	53.633195	-0.22816
KSWNJN	FOI	52.476748,-2.134657	KINGSWINFORD JN	52.476748	-2.134657
BRFT	FOI	53.740237,-0.672131	BROOMFLEET	53.740237	-0.672131
CUMBRAE	BPLAN	55.785562,-4.899277	Cumbrae Slip	55.785562	-4.899277
NMPTMLJ	FOI	52.257501,-0.912212	NORTHAMPTON MILL LANE JN	52.257501	-0.912212
WBTNGBF	FOI	53.36665,-0.804518	WEST BURTON PS (GBRF)	53.36665	-0.804518
ARDGAY	FOI	57.881477,-4.362125	ARDGAY	57.881477	-4.362125
CLCH072	FOI	52.18288,1.009026	COLCHESTER SIGNAL CO1072	52.18288	1.009026
CREWLNW	FOI	53.082019,-2.427981	CREWE C.S. (L&NWR SITE)	53.082019	-2.427981
DUNDWRL	overlapA	56.455198,-2.977143	DUNDEE WEST RECEPTION LINE	56.455198	-2.977143
EPUTNEY	FOI	51.458959,-0.210909	EAST PUTNEY	51.458959	-0.210909
GRAINFH	OSM	51.441211,0.68765	GRAIN OIL TERMINAL (FLHH)	51.441211	0.68765
LEST327	FOI	58.258844,-3.941066	LEICESTER SIGNAL 327	58.258844	-3.941066
PLMDCL	FOI	55.83438,-4.236178	POLMADIE CLYDESDALE LOOP	55.83438	-4.236178
PSEABKR	FOI	50.797454,-1.083311	PORTSMOUTH & S.S. BACK  RD	50.797454	-1.083311
SANDHRS	FOI	53.427975,-2.992603	SANDHILLS REVERSING SDG	53.427975	-2.992603
WIGANDD	FOI	53.529147,-2.615422	WIGAN L.I.P.	53.529147	-2.615422
WRNTHPS	FOI	53.689972,-1.507665	WRENTHORPE RECP.	53.689972	-1.507665
YSTRDMS	FOI	51.64035,-3.241987	YSTRAD MYNACH SOUTH	51.64035	-3.241987
CLHY	FOI	57.489334,-4.256541	CLACHNAHARRY	57.489334	-4.256541
KEITH	FOI	57.551397,-2.954583	KEITH	57.551397	-2.954583
NTHWCEJ	FOI	53.265109,-2.481412	NORTHWICH EAST JN	53.265109	-2.481412
ASHUBUS	BPLAN	51.11869,0.168593	Ashurst Bald Face Stag PH	51.11869	0.168593
BIGL235	FOI	52.077756,-0.260668	BIGGLESWADE SIG K235	52.077756	-0.260668
CNBKBAA	FOI	51.487112,-0.502715	COLNBROOK BAA LOGISTICS	51.487112	-0.502715
COWDBUS	BPLAN	51.153728,0.109116	Cowden Crossroads	51.153728	0.109116
HARSLP	FOI	51.789788,-2.272274	HARESFIELD LOOP	51.789788	-2.272274
HELILOP	FOI	54.011157,-2.227999	HELLIFIELD GOODS LOOPS	54.011157	-2.227999
HEVEBUS	BPLAN	51.180069,0.094579	Hever (Brocas Farm)	51.180069	0.094579
STBDXFR	FOI	50.401461,-4.186913	ST BUDEAUX FERRY ROAD	50.401461	-4.186913
TODM341	OSM	53.714398,-2.098531	TODMORDEN SIGNAL PN341	53.714398	-2.098531
TYNE193	FOI	54.918633,-1.602775	TYNE YARD SIG T193	54.918633	-1.602775
PRSTNCS	FOI	53.758238,-2.708758	PRESTON C.S.	53.758238	-2.708758
THEA831	FOI	51.434995,-1.06116	THEALE SIGNAL T2831	51.434995	-1.06116
BAROWCS	FOI	54.121704,-3.230561	BARROW C.S.	54.121704	-3.230561
BEDFDJS	FOI	52.130752,-0.471592	BEDFORD JOWETT SIDINGS	52.130752	-0.471592
CMBRDRS	FOI	55.943337,-3.976926	CUMBERNAULD D.R.S.	55.943337	-3.976926
CWMBRGD	FOI	51.702151,-3.311346	CWMBARGOED	51.702151	-3.311346
SDBRYHH	FOI	51.55856,-0.336232	SUDBURY HILL HARROW	51.55856	-0.336232
SESABUS	BPLAN	50.832291,0.03621	Southease (Church)	50.832291	0.03621
STORUGL	FOI	51.522601,-3.655484	STORMY UP GOODS LOOP	51.522601	-3.655484
WLWYREV	FOI	51.791546,-0.208465	WELWYN G.C. REV. SDGS.	51.791546	-0.208465
LAIRG	FOI	58.002104,-4.399535	LAIRG	58.002104	-4.399535
WATFJSJ	FOI	51.659909,-0.391006	WATFORD SOUTH JCN	51.659909	-0.391006
BDHMNRD	BPLAN	50.863208,-1.00731	Bedhampton (New Road)	50.863208	-1.00731
FSHBBUS	BPLAN	50.82308,-0.816113	Fishbourne (A259)	50.82308	-0.816113
GROSNYM	FOI	54.436764,-0.724575	GROSMONT NORTH YORKS MOORS	54.436764	-0.724575
HLYH86	OSM	53.304403,-4.629313	HOLYHEAD SIG H86	53.304403	-4.629313
HUNGDGL	FOI	51.414689,-1.511441	HUNGERFORD LOOP	51.414689	-1.511441
JNCROFT	FOI	53.587518,-1.121916	JOAN CROFT JN	53.587518	-1.121916
LTFDFHH	FOI	53.384833,-2.59256	LATCHFORD SDGS (FLHH)	53.384833	-2.59256
NUTBBUS	BPLAN	50.829889,-0.887591	Nutbourne (A259)	50.829889	-0.887591
SELH051	FOI	51.392468,-0.08901	SELHURST SHUNT SIGNAL 1051	51.392468	-0.08901
WOKIUCS	FOI	51.320343,-0.552294	WOKING UP C.H.S.	51.320343	-0.552294
YMTHIOW	NaPTAN_MAP	50.706337,-1.500496	Yarmouth IOW Ferry Terminal	50.706337	-1.500496
ALNESS	FOI	57.694383,-4.249749	ALNESS	57.694383	-4.249749
POINTPJ	FOI	51.460532,-0.197344	POINT PLEASANT JN	51.460532	-0.197344
BANSBUS	BPLAN	51.32818,-0.214467	Banstead (Firtree Road)	51.32818	-0.214467
BRHLSJN	FOI	53.27093,-1.396732	BARROW HILL SOUTH JN.	53.27093	-1.396732
CHDWHTT	OSM	51.568368,0.131985	Chadwell Heath Turnback	51.568368	0.131985
NTHM842	FOI	50.90758,-1.392232	NORTHAM SIG. E842	50.90758	-1.392232
PBRO800	FOI	52.566907,-0.242412	PETERBOROUGH SIG P800	52.566907	-0.242412
SHRWAFS	FOI	52.709872,-2.744797	SHREWSBURY ABBEY FRGTE CS	52.709872	-2.744797
JERSMJS	FOI	51.640553,-3.84478	JERSEY MARINE JN SOUTH	51.640553	-3.84478
PEAKUSG	FOI	53.292516,-1.867643	PEAK FOREST UP SIDINGS	53.292516	-1.867643
HATTNNJ	FOI	52.297631,-1.68268	HATTON NORTH JN	52.297631	-1.68268
SNGWDEP	FOI	51.40679,0.384141	SINGLEWELL DEPOT	51.40679	0.384141
ABRDCH	FOI	57.141125,-2.098315	ABERDEEN CLAYHILLS CAR.M.D	57.141125	-2.098315
APPLEFX	FOI	51.63948,-1.242462	APPLEFORD L.C.	51.63948	-1.242462
HRNS440	FOI	51.585291,-0.111475	HORNSEY SIG K440	51.585291	-0.111475
LCEILOB	FOI	56.855393,-5.192949	LOCH EIL OUTWARD BOUND	56.855393	-5.192949
MLRHEY	OSM	55.923333,-3.081797	Millerhill EMU Yard	55.923333	-3.081797
ROGART	FOI	57.988643,-4.158468	ROGART	57.988643	-4.158468
TWDB244	OSM	55.606565,-2.761616	Tweedbank Junction	55.606565	-2.761616
WDNPK	FOI	51.434486,-0.199449	WIMBLEDON PARK	51.434486	-0.199449
FRBCKJ	FOI	53.434056,-1.130877	FIRBECK JN	53.434056	-1.130877
GLNFNNN	FOI	56.872494,-5.449497	GLENFINNAN	56.872494	-5.449497
GTHLAND	FOI	54.399902,-0.711624	GOATHLAND	54.399902	-0.711624
HELMSDL	FOI	58.117649,-3.659003	HELMSDALE	58.117649	-3.659003
HGHDJN	FOI	52.85634,-0.610404	HIGHDYKE JN.	52.85634	-0.610404
PICKLEV	OSM	54.308278,-0.744388	Levisham	54.308278	-0.744388
QNTNSHL	FOI	55.014259,-3.064845	QUINTINSHILL PASS LOOPS	55.014259	-3.064845
SDONEL	FOI	51.567259,-1.780006	SWINDON EAST LOOP	51.567259	-1.780006
SDONSTG	FOI	51.586051,-1.748768	SWINDON STRATTON GREEN	51.586051	-1.748768
BRORA	FOI	58.013021,-3.852286	BRORA	58.013021	-3.852286
BUDESTD	NaPTAN_MAP	50.828935,-4.545035	Bude-Strand Coach Stop	50.828935	-4.545035
CREWSYC	FOI	53.079606,-2.429062	CREWE COAL SIDINGS (DRS)	53.079606	-2.429062
FORSNRD	FOI	58.35685,-3.8971	FORSINARD	58.35685	-3.8971
ARISAIG	FOI	56.912964,-5.839482	ARISAIG	56.912964	-5.839482
FLITWCJ	FOI	52.007249,-0.498284	FLITWICK JN	52.007249	-0.498284
NEWCLEE	FOI	53.574193,-0.059975	NEW CLEE	53.574193	-0.059975
SWLWJN	FOI	54.961823,-1.673065	SWALWELL JN	54.961823	-1.673065
WORCSY	FOI	52.194547,-2.208339	WORCESTER T.C.	52.194547	-2.208339
AYRR335	FOI	55.472781,-4.612971	AYR SIG. PA335	55.472781	-4.612971
BEARLEY	FOI	52.245046,-1.749607	BEARLEY	52.245046	-1.749607
BUCKNHM	FOI	52.596874,1.471823	BUCKENHAM	52.596874	1.471823
DLMALLY	FOI	56.401002,-4.983067	DALMALLY	56.401002	-4.983067
DNRAGIT	FOI	54.877496,-4.888147	DUNRAGIT	54.877496	-4.888147
ELYYREC	FOI	52.388698,0.264214	ELY RECP.	52.388698	0.264214
GLNWHLY	FOI	55.000141,-4.861458	GLENWHILLY	55.000141	-4.861458
MDLSWDK	FOI	54.579258,-1.240547	MIDDLESBROUGH WEST DOCK	54.579258	-1.240547
MOSEURT	FOI	55.827082,-3.99874	MOSSEND EUROTERMINAL	55.827082	-3.99874
OXFDUDP	FOI	51.750252,-1.269279	OXFORD UP & DN PASSENGER	51.750252	-1.269279
ROBSTNS	FOI	51.735674,-5.059047	ROBESTON SDGS	51.735674	-5.059047
TAYNULT	FOI	56.430888,-5.239584	TAYNUILT	56.430888	-5.239584
TONB160	FOI	51.1907,0.276019	TONBRIDGE SIGNAL AD160	51.1907	0.276019
TYNDRML	FOI	56.433661,-4.713724	TYNDRUM LOWER	56.433661	-4.713724
UPRHUGL	FOI	51.559876,-0.134947	UPPER HOLLOWAY UP GDS LOOP	51.559876	-0.134947
WORCS54	FOI	52.192183,-2.207845	WORCESTER SIGNAL 54	52.192183	-2.207845
CHLMDGL	FOI	51.738896,0.477662	CHELMSFORD D.G.L	51.738896	0.477662
GUNISLK	FOI	50.518237,-4.22048	GUNNISLAKE	50.518237	-4.22048
HTONNJN	FOI	54.991976,-1.562775	HEATON NORTH JN	54.991976	-1.562775
OXEN45	OSM	54.302999,-2.723828	OXENHOLME SIGNAL CE45	54.302999	-2.723828
BLTCUGL	FOI	51.999697,-0.737494	BLETCHLEY UP&DOWN RELIEF 2	51.999697	-0.737494
CHINCS5	FOI	51.632755,0.009203	CHINGFORD COUNTRY END SDGS	51.632755	0.009203
DONCIGB	overlapA	53.477481,-1.111474	DONCASTER IPORT GBRF	53.477481	-1.111474
EFNGSHD	FOI	51.28909,-0.422457	EFFINGHAM JN. C.H.S.	51.28909	-0.422457
GANTRYA	FOI	55.857128,-4.258258	GLASGOW CENTRAL GANTRY A	55.857128	-4.258258
HALWJAG	FOI	53.35369,-2.826364	HALEWOOD (JAGUAR CARS)	53.35369	-2.826364
LCKRDPL	FOI	55.120602,-3.353215	LOCKERBIE DOWN LOOP	55.120602	-3.353215
SDONCBY	FOI	51.567539,-1.780755	SWINDON COCKLEBURY	51.567539	-1.780755
STRT912	FOI	53.774012,-1.525589	STOURTON NECK SIG S912	53.774012	-1.525589
WLWYNGY	FOI	51.799023,-0.204049	WELWYN G.C. F.D.	51.799023	-0.204049
ELGH243	OSM	50.964994,-1.350189	Eastleigh Depot Signal 243	50.964994	-1.350189
SELBYWJ	FOI	53.779318,-1.074805	SELBY WEST JN	53.779318	-1.074805
HYNDLDL	FOI	55.879899,-4.314533	HYNDLAND LOOP	55.879899	-4.314533
SCNTSFH	OSM	53.597735,-0.591115	Foreign Ore Branch junction	53.597735	-0.591115
VRGN491	FOI	51.403962,-0.561747	VIRGINIA WATER SIGNAL F491	51.403962	-0.561747
DGNHARC	FOI	51.524016,0.146294	DAGENHAM DOCK A.R.C.	51.524016	0.146294
RYLSGBF	FOI	54.045137,-2.029255	RYLSTONE TILCON (GBRF)	54.045137	-2.029255
WNCHRBS	FOI	51.070262,-1.318999	WINCHESTER BALTIC SIDING	51.070262	-1.318999
CRAGMIL	FOI	55.606104,-1.81533	CRAG MILL LOOP	55.606104	-1.81533
DOLEHAM	FOI	50.918568,0.609988	DOLEHAM	50.918568	0.609988
PLMD818	FOI	55.838916,-4.248609	POLMADIE SIGNAL 818	55.838916	-4.248609
SLADGEH	FOI	51.466286,0.191744	SLADE GREEN DPT EAST HSHNT	51.466286	0.191744
YORKYSF	FOI	53.968407,-1.118337	YORK YARD SOUTH (FHH)	53.968407	-1.118337
ANNBANK	FOI	55.49109,-4.528296	ANNBANK	55.49109	-4.528296
BLKBKST	OSM	53.741502,-2.486274	Blackburn King Street Depot	53.741502	-2.486274
KEITHLP	FOI	57.552797,-2.948754	KEITH LOOP	57.552797	-2.948754
NSHMLC	FOI	55.10336,-1.524401	NEWSHAM L.C.	55.10336	-1.524401
SOHODED	FOI	52.492382,-1.943267	SOHO L.M.D.	52.492382	-1.943267
STKPCS	FOI	53.404978,-2.164064	STOCKPORT CAR. M.D.	53.404978	-2.164064
BDLNTNX	FOI	55.141678,-1.570773	BEDLINGTON NTH. L.C.	55.141678	-1.570773
CONNELF	FOI	56.452456,-5.382934	CONNEL FERRY	56.452456	-5.382934
LOCHAWE	FOI	56.401864,-5.041525	LOCH AWE	56.401864	-5.041525
MELBRNJ	FOI	52.896788,-1.473439	MELBOURNE JN	52.896788	-1.473439
MRKSTUL	FOI	51.882153,0.78782	MARKS TEY UP LOOP	51.882153	0.78782
NEVLGBF	overlapA	53.791557,-1.501346	NEVILLE HILL UP SDGS GBRF	53.791557	-1.501346
NORWDDY	FOI	51.390968,-0.078681	NORWOOD TURNBACK SIDING	51.390968	-0.078681
WHMP601	FOI	52.120294,-0.47842	WEST HAMPSTEAD SIGNAL 601	52.120294	-0.47842
BLTCHSJ	FOI	51.979221,-0.731328	BLETCHLEY SOUTH JN	51.979221	-0.731328
CRNFRHS	FOI	54.132027,-2.771873	CARNFORTH H.S.	54.132027	-2.771873
DOVERPS	FOI	51.12605,1.302746	DOVER PRIORY SIDINGS	51.12605	1.302746
IVRNTMD	FOI	57.481705,-4.220103	INVERNESS T.M.D.	57.481705	-4.220103
LAKNHTH	FOI	52.447646,0.534182	LAKENHEATH	52.447646	0.534182
MARCHDS	FOI	52.558785,0.09535	MARCH DOWN R.S.	52.558785	0.09535
NEASESG	overlapA	51.552083,-0.250761	NEASDEN ENGINEERS SDG GBRF	51.552083	-0.250761
NTHMDEP	FOI	50.911981,-1.391193	NORTHAM C.S.D.	50.911981	-1.391193
RANSKLL	FOI	53.377062,-1.004775	RANSKILL LOOP	53.377062	-1.004775
GOSP100	FOI	51.555487,-0.151355	GOSPEL OAK SIG NL1000	51.555487	-0.151355
KLBRUDG	FOI	51.536139,-0.195512	KILBURN UP & DOWN GDS LP	51.536139	-0.195512
MBROGBR	overlapA	53.41647,-1.369458	MASBOROUGH N&W GBRF	53.41647	-1.369458
STHBEXP	FOI	54.599407,-1.140983	TEES DOCK BSC EXPORT BERTH	54.599407	-1.140983
THBDTGE	OSM	51.114449,-0.161883	TILGATE SDGS ENTRY/EXIT	51.114449	-0.161883
WLSDLUC	FOI	51.532655,-0.237837	WILLESDEN JN LL UP EMU C-O	51.532655	-0.237837
ANGRTAR	FOI	51.490622,0.02045	ANGERSTEIN WHARF (TARMAC)	51.490622	0.02045
BRSTEDT	FOI	51.449552,-2.558152	BRISTOL EAST DEPOT DGL	51.449552	-2.558152
IMNGTMD	FOI	53.617955,-0.18783	IMMINGHAM T.M.D.	53.617955	-0.18783
MRGMAWE	FOI	51.547812,-3.746311	MARGAM ABBEY WORKS EAST	51.547812	-3.746311
REDCROJ	FOI	54.604945,-1.123698	REDCAR ORE TERMINAL JN	54.604945	-1.123698
REDCTPJ	FOI	54.610034,-1.119083	TOD POINT JCN	54.610034	-1.119083
TOTONNB	FOI	52.907006,-1.271889	TOTON UP SIDINGS	52.907006	-1.271889
ARCQGF	OSM	54.147134,-2.301255	ARCOW QUARRY GF	54.147134	-2.301255
BESCRLA	FOI	53.623712,-2.913957	BESCAR LANE	53.623712	-2.913957
BNBRDPT	OSM	52.055885,-1.321023	BANBURY DEPOT	52.055885	-1.321023
CRAWGBR	FOI	51.135074,-0.160892	CRAWLEY NEW YARD (GBRF)	51.135074	-0.160892
CREW543	FOI	53.087421,-2.433081	CREWE SIG.CE543	53.087421	-2.433081
HORS401	OSM	51.072157,-0.319327	HORSHAM T1401	51.072157	-0.319327
HOSCAR	FOI	53.597922,-2.805421	HOSCAR	53.597922	-2.805421
IMNGSS	FOI	53.632508,-0.1925	IMMINGHAM SORTING SIDINGS	53.632508	-0.1925
KRKSLDL	FOI	53.807923,-1.599418	KIRKSTALL DOWN LOOP	53.807923	-1.599418
LOGHBNJ	FOI	52.783807,-1.20392	LOUGHBOROUGH NORTH JN	52.783807	-1.20392
NEWLANE	FOI	53.611513,-2.867033	NEW LANE	53.611513	-2.867033
NEWXUCS	FOI	51.475844,-0.040829	NEW CROSS UP SUSSEX LOOP	51.475844	-0.040829
WRESSLE	FOI	53.772826,-0.923699	WRESSLE	53.772826	-0.923699
EBOUSID	FOI	50.771939,0.285414	EASTBOURNE SIDINGS	50.771939	0.285414
FAVRUPS	FOI	51.310224,0.895931	FAVERSHAM UP SIDINGS	51.310224	0.895931
GIDEPKM	FOI	51.58462,0.212549	GIDEA PARK MIDDLE SIDING	51.58462	0.212549
NTHMRCL	FOI	50.913044,-1.391535	NORTHAM DEPOT RECEPT LINE	50.913044	-1.391535
